
DEBUG - src/mfa/SandBoxMethod.cpp, line: 358
	Antes
probabilityDistributionValue: 0.00125355
probabilityDistributionValue: 0.00222745
probabilityDistributionValue: 0.00224576
probabilityDistributionValue: 0.0108713
probabilityDistributionValue: 0.000664791
probabilityDistributionValue: 0.00699782
probabilityDistributionValue: 0.00242947
probabilityDistributionValue: 0.00326902
probabilityDistributionValue: 0.0014285
probabilityDistributionValue: 0.0007249


probabilityDistributionValue: 0.00176289
probabilityDistributionValue: 0.00268862
probabilityDistributionValue: 0.00317089
probabilityDistributionValue: 0.016867
probabilityDistributionValue: 0.000844324
probabilityDistributionValue: 0.00910743
probabilityDistributionValue: 0.00328454
probabilityDistributionValue: 0.00475027
probabilityDistributionValue: 0.00210066
probabilityDistributionValue: 0.00102704


probabilityDistributionValue: 0.00242191
probabilityDistributionValue: 0.0031691
probabilityDistributionValue: 0.00431835
probabilityDistributionValue: 0.0226192
probabilityDistributionValue: 0.0010973
probabilityDistributionValue: 0.0121426
probabilityDistributionValue: 0.00448375
probabilityDistributionValue: 0.00654739
probabilityDistributionValue: 0.00306321
probabilityDistributionValue: 0.00135645


probabilityDistributionValue: 0.00324493
probabilityDistributionValue: 0.00378732
probabilityDistributionValue: 0.00592141
probabilityDistributionValue: 0.0259525
probabilityDistributionValue: 0.00154852
probabilityDistributionValue: 0.0154984
probabilityDistributionValue: 0.00656232
probabilityDistributionValue: 0.00822828
probabilityDistributionValue: 0.00426481
probabilityDistributionValue: 0.00183295


probabilityDistributionValue: 0.0041842
probabilityDistributionValue: 0.0046185
probabilityDistributionValue: 0.00760548
probabilityDistributionValue: 0.0298473
probabilityDistributionValue: 0.00197248
probabilityDistributionValue: 0.020515
probabilityDistributionValue: 0.00857142
probabilityDistributionValue: 0.0102095
probabilityDistributionValue: 0.00529762
probabilityDistributionValue: 0.00349095


probabilityDistributionValue: 0.00522259
probabilityDistributionValue: 0.0052821
probabilityDistributionValue: 0.00858575
probabilityDistributionValue: 0.0346459
probabilityDistributionValue: 0.00232836
probabilityDistributionValue: 0.0240079
probabilityDistributionValue: 0.010573
probabilityDistributionValue: 0.0123498
probabilityDistributionValue: 0.00616265
probabilityDistributionValue: 0.00460636


